name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
"Super Cozy Kensington by F,G trains",Brooklyn,Kensington,40.64243,-73.98049,Private room,42,1,4,0.59,11,88
"Cozy Kensington room by F,G, B16, B35 :))",Brooklyn,Kensington,40.64205,-73.98049,Private room,40,1,19,1.69,11,28
"Brooklyn private bath by F,G train",Brooklyn,Kensington,40.64188,-73.98042,Private room,45,1,108,2.68,11,23
"Brooklyn Private Bath&Bed Steps to F,G trains",Brooklyn,Kensington,40.64345,-73.98015,Private room,45,1,103,2.68,11,0
BEAUTIFUL 2 BEDROOM APARTMENT,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,1.07,1,248
Private Floor in Brownstone near Prospect Park,Brooklyn,Prospect Heights,40.6779,-73.96393,Entire home/apt,140,5,2,0.31,2,25
Wyndham Midtown 45 at New York City - Studio,Manhattan,Midtown,40.75184,-73.97198,Entire home/apt,350,3,1,0.05,2,0
Wyndham Midtown 45 at NYC - 2 Bedroom Presidential,Manhattan,Midtown,40.75341,-73.97313,Entire home/apt,400,1,1,0.05,2,0
Large Modern Studio Next To The Park,Manhattan,East Village,40.72595,-73.98218,Entire home/apt,150,2,6,0.18,1,0
"Stunning views! 3 separate bedrooms, L train Loft",Brooklyn,Williamsburg,40.70608,-73.93154,Entire home/apt,220,3,151,1.86,1,115
Prime Central Park West Pied à Terre,Manhattan,Upper West Side,40.78466,-73.97276,Entire home/apt,200,2,128,3.31,1,231
Charming Soho large 1 bedroom apartment style loft,Manhattan,SoHo,40.72745,-74.0025,Entire home/apt,285,5,3,0.98,1,365
Bedstuy Brooklyn home with a view!!!,Brooklyn,Bedford-Stuyvesant,40.6851,-73.94791,Entire home/apt,170,1,27,2.13,1,137
Bright and Chill Room in Bushwick for two friends!,Brooklyn,Bushwick,40.69903,-73.9149,Private room,70,1,14,5.32,4,78
Private Room with Backyard Access!,Brooklyn,Bushwick,40.69899,-73.91667,Private room,65,1,9,3.38,4,66
Private & Cozy Room in Bushwick,Brooklyn,Bushwick,40.69932,-73.91576,Private room,65,1,7,2.63,4,61
"Large, Peaceful Private Room in Bushwick",Brooklyn,Bushwick,40.69916,-73.91572,Private room,68,1,9,3.42,4,55
"Beautiful Double Room in the heart of Astoria, NY",Queens,Astoria,40.76469,-73.91094,Private room,48,1,3,0.13,1,0
Light filled private room in Red Hook!,Brooklyn,Red Hook,40.67414,-74.00707,Private room,38,4,4,0.13,1,0
Sunny BedStuy hideaway near clubs + 30 min to City,Brooklyn,Bedford-Stuyvesant,40.68782,-73.94327,Private room,40,14,1,0.32,1,35
Historic West Village Charmer,Manhattan,West Village,40.73822,-74.00606,Entire home/apt,275,2,11,0.21,1,0
Cozy 2 Bedroom on famous St Marks,Manhattan,East Village,40.72623,-73.98452,Entire home/apt,150,1,2,0.05,1,0
Near 5 major trains in 1 subway station!,Brooklyn,Bedford-Stuyvesant,40.67773,-73.90865,Private room,40,2,4,1.67,1,363
Spacious Apartment in East Village,Manhattan,East Village,40.72162,-73.97923,Entire home/apt,185,2,4,0.09,1,0
Gramercy Park Studio by Manhattan,Manhattan,Gramercy,40.73809,-73.98215,Entire home/apt,200,2,2,0.04,1,0
Large one-bedroom in Bushwick with Cleo the Cat,Brooklyn,Bushwick,40.70327,-73.92024,Entire home/apt,89,7,10,0.51,1,11
Hamilton Heights - Private Guest Suite,Manhattan,Harlem,40.82888,-73.94997,Entire home/apt,145,4,115,1.9,2,262
"Private Bedroom, Huge Apt.",Manhattan,Midtown,40.74382,-73.98798,Private room,100,1,1,0.02,1,0
Beautiful Spacious 1 Bedroom Apt. in New York City,Manhattan,Harlem,40.82361,-73.93886,Entire home/apt,150,5,78,3.14,1,281
‘ SMALL STUDIO ONLY FOR 2’,Manhattan,Upper West Side,40.7732,-73.98768,Entire home/apt,148,4,60,2.42,1,320
"Modern Chic, Pvt Gardn, 2 Stops to NYC, Brooklyn",Brooklyn,Sunset Park,40.65602,-74.00509,Entire home/apt,259,2,25,1.3,2,355
"Charming oasis, w/pvt garden, 2 stops to manhattan",Brooklyn,Sunset Park,40.65399,-74.00363,Private room,149,1,1,0.08,2,357
Sunny One Bedroom in Beautiful Brownstone,Brooklyn,Clinton Hill,40.68206,-73.95998,Entire home/apt,173,2,3,0.26,1,0
Harlem Haven - Stunning Duplex,Manhattan,Harlem,40.80745,-73.9418,Entire home/apt,650,2,1,0.04,1,0
"Cozy, Quite, Private, Near LGA",Queens,Elmhurst,40.74083,-73.88523,Private room,39,3,25,1.22,1,0
Lower East Side Private Room - Elevator Building,Manhattan,Lower East Side,40.71546,-73.98907,Private room,120,6,3,0.09,1,0
Stunning Flatiron 1 BR near Subway access to all!,Manhattan,Midtown,40.74376,-73.98355,Entire home/apt,189,4,16,2.11,1,323
GARDEN OASIS CLINTON HILL BROWNSTON,Brooklyn,Clinton Hill,40.68374,-73.96452,Entire home/apt,130,3,97,1.95,1,348
Bright and spacious room,Queens,Jackson Heights,40.75147,-73.89071,Private room,75,1,6,0.32,1,341
Brooklyn Mezzanine Apartment,Brooklyn,Williamsburg,40.70745,-73.94484,Entire home/apt,175,4,2,0.09,1,0
Private Room with adjoining bathroom,Bronx,Williamsbridge,40.88296,-73.86264,Private room,50,1,19,0.83,1,311
Bright Spacious Apt [20 mins - Manhattan],Queens,Jackson Heights,40.74691,-73.89193,Private room,86,2,3,0.29,1,88
Brooklyn Basement,Brooklyn,Gowanus,40.67087,-73.99305,Entire home/apt,75,2,7,0.74,1,7
2 min walk to Times Square!!!,Manhattan,Hell's Kitchen,40.75982,-73.99066,Entire home/apt,205,4,1,0.16,1,1
Sunny 2 bedroom in Prospect/Crown Heights,Brooklyn,Crown Heights,40.67689,-73.95878,Entire home/apt,150,5,11,0.16,1,0
"Cozy, convenient Manhattan Apartment in the LES",Manhattan,Lower East Side,40.71495,-73.98589,Private room,70,1,8,0.42,1,0
"Charming Bright Astoria Room, close to Ditmar",Queens,Ditmars Steinway,40.77773,-73.90719,Private room,35,1,3,0.13,1,0
Beautiful spacious bedroom BayRidge FEMALES only,Brooklyn,Bay Ridge,40.63456,-74.02483,Private room,35,1,33,0.84,1,337
Gorgeous 1BR Upper West Side *NEW LISTING *,Manhattan,Upper West Side,40.787,-73.97237,Entire home/apt,200,2,1,1.0,1,265
Elegant Studio Apt in Prospect Heights,Brooklyn,Prospect Heights,40.67935,-73.9723,Entire home/apt,115,2,7,0.32,1,0
Bedroom in a Cozy Apartment,Manhattan,Harlem,40.81711,-73.93563,Private room,51,2,21,0.87,1,0
"Sunny, spacious Clinton Hill 1.5 BR",Brooklyn,Clinton Hill,40.68545,-73.96048,Entire home/apt,200,3,22,0.54,1,363
Casa Luna LGA Airport,Queens,East Elmhurst,40.76774,-73.87358,Private room,70,2,2,1.87,1,266
Renovated 1 bedroom Near Subway to Manhattan & JFK,Queens,Richmond Hill,40.70279,-73.82576,Entire home/apt,61,2,32,4.71,1,75
"Clean, Modern, Rustic LIC APT",Queens,Long Island City,40.75181,-73.93702,Entire home/apt,200,2,1,1.0,1,9
Cozy studio at UWS near Columbia university,Manhattan,Morningside Heights,40.80998,-73.95756,Entire home/apt,90,1,25,2.07,1,0
~Stunning 3BR home~Legal Airbnb~Central Location~,Manhattan,Murray Hill,40.74915,-73.9761,Entire home/apt,220,30,1,0.33,1,310
Gorgeous Private room near NYC,Staten Island,Great Kills,40.54889,-74.14199,Private room,50,2,4,0.3,3,84
Charming Private Room 5 min to the Ocean,Staten Island,Great Kills,40.54896,-74.14246,Private room,40,2,9,0.73,3,89
Peaceful&Sun filled 2BR&private bathroom near NYC,Staten Island,Great Kills,40.54901,-74.142,Private room,120,2,4,0.29,3,86
New gorgeous garden view spacious 1BR flat,Manhattan,East Harlem,40.79524,-73.93429,Entire home/apt,150,1,11,1.34,3,356
New and modern  NYC home,Manhattan,East Harlem,40.7933,-73.93424,Entire home/apt,150,1,48,1.26,3,321
New and stylish NYC pad with skylight,Manhattan,East Harlem,40.79405,-73.93429,Entire home/apt,150,1,48,1.07,3,326
1 Beautiful Private Bedroom In Prime Williamsburg,Brooklyn,Williamsburg,40.7121,-73.9623,Private room,120,3,2,0.23,1,149
Spacious 1 bdrm apt in amazing location,Queens,Ridgewood,40.70475,-73.91081,Entire home/apt,120,2,2,0.08,1,0
Private Bed & Bath in Heart of Downtown Manhattan,Manhattan,Financial District,40.70668,-74.00727,Private room,180,3,10,0.99,1,48
Tudor Village,Queens,Ozone Park,40.68334,-73.85837,Entire home/apt,90,7,2,0.22,1,90
"Bright, Spacious Studio near Water in Lux Highrise",Manhattan,Financial District,40.70673,-74.01518,Entire home/apt,208,5,4,2.11,1,9
Private Studio in Astoria- 25 min. to Midtown,Queens,Ditmars Steinway,40.78105,-73.91435,Entire home/apt,100,1,27,2.92,1,36
2 bedroom  apartment in front of prospect park,Brooklyn,Windsor Terrace,40.65237,-73.97365,Entire home/apt,90,7,1,0.05,2,210
bedroom in front of prospect park  w/2 queens beds,Brooklyn,Windsor Terrace,40.65193,-73.97301,Private room,60,2,206,2.49,2,86
Large 1 Bedroom Apt in Times Square sleeps 4ppl,Manhattan,Hell's Kitchen,40.75744,-73.99438,Entire home/apt,230,2,21,1.09,1,120
Private Room in Comfy NYC Apt!,Manhattan,Harlem,40.82878,-73.94625,Private room,50,1,1,0.02,1,0
Wonderful Studio Apt in the middle of K-TOWN,Manhattan,Midtown,40.74646,-73.9863,Entire home/apt,180,1,2,2.0,1,254
"Private studio and backyard, 12 mins drive to JFK",Brooklyn,Cypress Hills,40.68224,-73.86806,Entire home/apt,60,3,6,6.0,1,21
Your Riverside Romance: Sunny and Bright Apartment,Manhattan,Morningside Heights,40.81067,-73.96377,Entire home/apt,194,5,29,0.75,1,102
"Quiet, sunny Midtown Manhattan apt.",Manhattan,Hell's Kitchen,40.76244,-73.99271,Entire home/apt,195,5,10,1.01,1,0
Clean and Cozy Brooklyn Room in Artsy Apartment,Brooklyn,Flatbush,40.65265,-73.96559,Private room,47,1,18,0.8,1,0
Entire Apartment in Beautiful Brooklyn Brownstone,Brooklyn,Carroll Gardens,40.68564,-73.99201,Entire home/apt,170,2,8,2.79,1,0
Cozy Em’s Place 2 (3 people),Queens,Jackson Heights,40.74942,-73.88248,Private room,49,2,6,0.5,2,89
••Cozy Em’s place••,Queens,Jackson Heights,40.74939,-73.88155,Private room,42,2,43,2.87,2,33
Cozy Catch,Brooklyn,Bedford-Stuyvesant,40.68309,-73.92298,Private room,47,3,8,0.33,1,0
Cozy Harlem 1BD 15 mins to midtown,Manhattan,Harlem,40.81412,-73.95185,Entire home/apt,140,2,2,0.04,1,0
"Premier room in Downtown NYC, Spacious and Private",Manhattan,Chinatown,40.71716,-73.99716,Private room,90,1,1,1.0,3,39
"Cozy room at Downtown Manhattan, Chinatown, Soho",Manhattan,Chinatown,40.7176,-73.99728,Private room,85,1,3,2.73,3,55
Sunny Bedroom In Astoria!,Queens,Ditmars Steinway,40.77748,-73.90971,Private room,47,2,14,0.28,1,0
"Chill, Cozy, Apt Next to Subway in LES/Chinatown",Manhattan,Lower East Side,40.71389,-73.98889,Private room,80,1,9,0.42,1,0
Full 2 Br a block from Central Park North,Manhattan,Harlem,40.79969,-73.95449,Entire home/apt,170,3,44,2.23,1,0
Cozy Uptown Apartment!,Manhattan,East Harlem,40.79037,-73.9458,Entire home/apt,115,2,3,0.22,1,1
Gigantic Sunny Room in Park Slope-Private Backyard,Brooklyn,Sunset Park,40.66242,-73.99464,Entire home/apt,10,1,14,1.06,1,4
Cozy and bright east village apartment!,Manhattan,East Village,40.7265,-73.98878,Entire home/apt,110,3,4,0.25,1,0
HUGE Bedroom in Brooklyn Off Lorimer J/M/Z & L,Brooklyn,Williamsburg,40.70383,-73.94431,Private room,43,2,6,0.31,1,0
Spacious & Bright: 1 BR Midtown!,Manhattan,Midtown,40.75576,-73.96548,Entire home/apt,225,1,10,0.18,1,0
"Great Location, 15 mint from Midtown Manhattan.",Queens,Astoria,40.7662,-73.92027,Private room,62,2,9,0.24,1,358
"Bright, Beautiful Bed-Stuy Brooklyn 2 Bedroom",Brooklyn,Bedford-Stuyvesant,40.68243,-73.95697,Entire home/apt,139,2,2,0.31,1,0
Beautiful Williamsburg Home on the Park,Brooklyn,Williamsburg,40.71824,-73.95289,Entire home/apt,220,5,1,0.03,1,0
"Clean, Sunny & Modern NYC Apartment !",Manhattan,Upper East Side,40.76746,-73.95861,Entire home/apt,199,1,20,5.17,1,49
"Cozy NY Apt, Central to transport-LIVE as a LOCAL-",Brooklyn,Canarsie,40.63949,-73.90585,Entire home/apt,80,2,83,2.42,1,0
Duplex Apt in Brooklyn Beautiful Brownstone,Brooklyn,Bedford-Stuyvesant,40.68226,-73.93153,Entire home/apt,119,5,25,1.49,2,77
Charming apt in beautiful Brooklyn!,Brooklyn,Bedford-Stuyvesant,40.6804,-73.93183,Entire home/apt,105,7,53,1.12,2,77
"Stunning 1BR In Flatiron, Subway steps away!",Manhattan,Kips Bay,40.74148,-73.98126,Entire home/apt,188,30,40,2.35,1,146
Spacious & Comfy by Prospect Park,Brooklyn,Prospect-Lefferts Gardens,40.6593,-73.95686,Private room,75,3,46,0.82,3,311
Comfy and Smart on Prospect Park,Brooklyn,Prospect-Lefferts Gardens,40.66079,-73.95693,Private room,50,3,47,0.84,3,76
Cozy Newly Apartment Close To Manhattan,Queens,Jackson Heights,40.75281,-73.87654,Entire home/apt,128,3,33,4.01,1,325
Kings Highway Cozy House,Brooklyn,Flatlands,40.62281,-73.93446,Private room,200,1,3,2.05,1,87
Luxe Sunny Scandinavian Loft in Downtown NYC,Manhattan,Financial District,40.70816,-74.0019,Entire home/apt,365,2,2,1.02,1,127
Lovely Room in a 2 BR in Greenpoint,Brooklyn,Greenpoint,40.72518,-73.93844,Private room,85,14,3,0.05,1,0
Queens Home Close to Major Airports & Manhattan,Queens,Richmond Hill,40.68834,-73.82624,Entire home/apt,89,3,29,2.52,1,313
Private Room in East Village  *FEMALE Guests only*,Manhattan,East Village,40.72793,-73.98876,Private room,85,1,44,2.01,1,19
"Sun Soaked, NYC Brownstone Apt",Manhattan,Harlem,40.8079,-73.94887,Entire home/apt,150,1,1,0.02,1,0
"Gorgeous condo 20min from NYC,close to the airport",Queens,Rego Park,40.72999,-73.86043,Entire home/apt,125,2,67,2.58,1,278
Gallery Suite,Brooklyn,Fort Greene,40.68902,-73.96976,Entire home/apt,250,3,20,0.39,1,323
Amazing large studio apartment in Harlem!,Manhattan,Harlem,40.80799,-73.94158,Entire home/apt,100,7,1,0.09,1,26
"Cozy Apartment, 30 min train ride to Times Square!",Queens,Jackson Heights,40.75238,-73.87746,Entire home/apt,110,9,11,0.16,1,362
New & Clean 2 bedrooms Garden Home,Brooklyn,Crown Heights,40.67294,-73.93655,Entire home/apt,120,3,33,3.61,1,73
Brooklyn room with Empire State building view,Brooklyn,Bedford-Stuyvesant,40.68947,-73.95269,Private room,99,5,1,0.16,1,0
"Amazing windows, large West Village one-bedroom",Manhattan,West Village,40.73507,-74.00826,Entire home/apt,239,2,6,0.18,1,0
Cool apt in the BEST location in NYC!,Manhattan,Lower East Side,40.71542,-73.98511,Private room,95,2,267,4.2,1,18
Sunny Bedroom in Prospect Park South,Brooklyn,Flatbush,40.64909,-73.9648,Private room,40,2,12,0.47,1,0
Rare artist loft with private terrace,Brooklyn,Williamsburg,40.70376,-73.93519,Entire home/apt,300,2,13,1.01,1,365
"Newly Renovated, by LaGuardia Airport",Queens,East Elmhurst,40.76314,-73.88619,Entire home/apt,125,1,77,4.5,1,348
"2 BEDROOM Home, in the Center of Midtown",Manhattan,Hell's Kitchen,40.76156,-73.99006,Entire home/apt,225,3,20,3.17,2,68
Large beautiful home in the center of Manhattan!,Manhattan,Hell's Kitchen,40.76322,-73.99253,Entire home/apt,285,3,6,0.51,2,76
"LGA airport Apt. near Manhattan, JFK, Citi Field.",Queens,East Elmhurst,40.76971,-73.87273,Entire home/apt,99,1,34,3.76,1,166
Duplex Apartment  3 bedroom 2 bath (6 guest),Brooklyn,Bedford-Stuyvesant,40.68091,-73.95006,Entire home/apt,350,2,1,1.0,2,0
Basement Suite w/Private Entrance,Brooklyn,Bedford-Stuyvesant,40.67907,-73.94916,Entire home/apt,150,2,18,0.86,2,86
"Spacious, Private Bushwick Room",Brooklyn,Bushwick,40.7049,-73.92,Private room,35,1,1,0.02,1,0
Modern Gramercy Park/NoMad Flat near Union Square,Manhattan,Kips Bay,40.73882,-73.98291,Entire home/apt,219,1,18,4.46,1,292
Lovely bedroom,Queens,Astoria,40.76737,-73.91244,Private room,70,2,26,0.75,1,128
New Flatiron King Bed Apartment,Manhattan,Flatiron District,40.74154,-73.99283,Entire home/apt,210,1,2,0.28,1,359
Private Modern bedroom 12 minutes to Midtown,Queens,Long Island City,40.75733,-73.94176,Private room,55,2,12,2.05,2,81
Private Cozy bedroom 12 minutes to Midtown,Queens,Long Island City,40.75654,-73.94232,Private room,45,2,42,3.59,2,54
Private Room in Prime Bushwick,Brooklyn,Bushwick,40.7027,-73.91429,Private room,70,5,1,0.21,1,53
Cozy 1 Bdrm n the Heart of Astoria!,Queens,Astoria,40.76437,-73.9195,Entire home/apt,65,4,2,0.03,1,0
Cute and Spacious Studio in the Heart of Flushing,Queens,Flushing,40.755,-73.82333,Entire home/apt,120,1,2,0.09,1,0
Cozy Room in Huge place in Prospect Heights,Brooklyn,Crown Heights,40.675,-73.9631,Private room,50,3,10,2.19,1,0
Manhattan NYC - The Blue Room,Manhattan,Harlem,40.82865,-73.94621,Private room,47,3,61,0.81,1,285
Huge room in 4 BR on Riverside,Manhattan,Harlem,40.82203,-73.95612,Private room,50,30,77,3.26,2,190
Private room in 4 BR on Riverside,Manhattan,Harlem,40.8226,-73.95468,Private room,48,30,100,2.31,2,183
One Bedroom in Astoria,Queens,Ditmars Steinway,40.77567,-73.92202,Private room,90,7,3,0.09,1,358
Gorgeous Garden Apartment in Park Slope,Brooklyn,South Slope,40.66564,-73.98465,Entire home/apt,145,3,133,3.69,1,277
true 1 BR in prime east village,Manhattan,East Village,40.72784,-73.99104,Entire home/apt,219,2,9,0.15,1,0
The Heart of Prime Williamsburg,Brooklyn,Williamsburg,40.71943,-73.9565,Entire home/apt,145,7,8,0.08,1,0
City living without all the noise.,Bronx,Kingsbridge,40.879,-73.90062,Entire home/apt,189,1,8,0.22,2,354
Trendy but cozy private bdrm & bath,Bronx,Kingsbridge,40.87842,-73.9029,Private room,75,1,59,1.45,2,354
Top Of New York City Luxury 2Bedroom -with Terrace,Manhattan,Murray Hill,40.74511,-73.97407,Entire home/apt,499,1,1,1.0,1,216
Designer's Red Hook Apartment,Brooklyn,Red Hook,40.67404,-74.01021,Entire home/apt,115,5,51,0.95,1,8
Harlem apt,Manhattan,Harlem,40.80533,-73.95049,Private room,75,1,2,0.4,1,280
Beautiful 1-Bedroom near Columbia!,Manhattan,Harlem,40.82673,-73.94995,Entire home/apt,100,2,17,0.39,1,0
"Great location, quality Brooklyn private place",Brooklyn,Williamsburg,40.71094,-73.94907,Entire home/apt,121,2,1,0.2,1,0
Private Room In Clean Spacious Apt,Manhattan,Harlem,40.82233,-73.93779,Private room,69,2,249,4.12,2,132
Private Room In Clean Quiet Apt,Manhattan,Harlem,40.8236,-73.93755,Private room,69,2,70,2.38,2,0
Luxurious Brand New Apt with Washer Dryer,Manhattan,Upper East Side,40.77606,-73.95422,Entire home/apt,125,30,5,0.34,5,342
Updated 1 BR with Great Layout and Design,Manhattan,Upper East Side,40.77377,-73.9468,Entire home/apt,125,30,8,0.25,5,0
Sunny 2 Bedroom Best Location,Manhattan,Upper East Side,40.77467,-73.95533,Entire home/apt,133,30,11,0.34,5,126
Large and Beautiful ELEVATOR 1 BR - Very Quiet,Manhattan,Upper East Side,40.77375,-73.94963,Entire home/apt,133,30,10,0.44,5,126
Cozy Apartment Best Location,Manhattan,Upper East Side,40.7746,-73.95546,Entire home/apt,125,30,7,0.32,5,325
Comfy Midtown East Getaway,Manhattan,Midtown,40.75893,-73.96751,Entire home/apt,290,4,1,0.83,1,52
Charming Manhattan 2 Bedroom,Manhattan,Harlem,40.79982,-73.95405,Entire home/apt,140,1,52,1.05,1,222
Renovated 3 BED 2 BATH Williamsburg Townhouse APT,Brooklyn,Williamsburg,40.71041,-73.9663,Entire home/apt,300,2,34,1.55,1,239
HUGE 3Bedroom Duplex in Meatpacking,Manhattan,Chelsea,40.74026,-74.00091,Entire home/apt,300,1,2,0.04,1,0
BRIGHT BEAUTIFUL CHELSEA APT,Manhattan,Chelsea,40.74305,-73.99733,Entire home/apt,160,2,79,1.38,1,108
"Spacious and clean room, near Columbia University",Manhattan,Morningside Heights,40.80325,-73.96433,Private room,50,10,1,0.03,1,0
Cozy Studio in the Heart of the UWS,Manhattan,Upper West Side,40.78528,-73.98091,Entire home/apt,99,2,5,0.12,1,0
Luxurious Clean  room 10 min away from Manhattan,Queens,Long Island City,40.73731,-73.9345,Private room,43,1,33,2.5,1,282
Private room for all Midtown attractions,Manhattan,Hell's Kitchen,40.76092,-73.9922,Private room,180,2,5,0.48,1,16
Large Sunny Apartment-By Subway-Lower East Side,Manhattan,Lower East Side,40.71755,-73.98967,Entire home/apt,164,1,1,1.0,1,163
1 BR in Great NYC Neighborhood,Manhattan,Lower East Side,40.72274,-73.99169,Entire home/apt,151,2,5,0.1,2,46
Private Room in Great NYC Nbrhood,Manhattan,Lower East Side,40.72144,-73.99356,Private room,95,1,64,1.12,2,266
"Cozy Two-Bedroom near Manhattan, airports & more!",Queens,East Elmhurst,40.75482,-73.89369,Entire home/apt,118,2,119,5.2,1,87
Private bedroom & bathroom in 2 bedroom 2 bath Apt,Brooklyn,Williamsburg,40.71805,-73.96416,Private room,105,1,38,1.21,1,0
1 bdrm Spacious Beautiful Apartment,Queens,Forest Hills,40.72227,-73.84173,Entire home/apt,120,2,4,0.1,1,0
Luxury Apartment a walk to the park,Manhattan,Upper East Side,40.76906,-73.9517,Entire home/apt,240,5,6,0.1,1,0
Cozy 1BD Apartment in Brooklyn Prospect Lefferts,Brooklyn,Prospect-Lefferts Gardens,40.65558,-73.956,Entire home/apt,90,2,6,0.26,1,0
Spacious Master Bedroom 20 mins. from NYC,Brooklyn,Bedford-Stuyvesant,40.6933,-73.9541,Entire home/apt,130,3,8,0.27,1,0
Splendid Upper E. Side LOFT Central Park 4BEDs/2BA,Manhattan,Upper East Side,40.77566,-73.9484,Entire home/apt,380,6,3,2.05,1,123
Luxury doorman building great view NYC,Manhattan,Upper East Side,40.782,-73.95143,Private room,200,2,3,0.09,1,90
2BD loft with 180 Manhattan view,Brooklyn,Greenpoint,40.72996,-73.95302,Entire home/apt,150,6,1,0.16,1,0
"Luxury, Location, and Convenience - **RARE FIND**",Manhattan,Hell's Kitchen,40.76395,-73.99075,Entire home/apt,898,2,5,3.13,1,294
"Stylish, Artsy & Comfortable Stay Near the Ocean.",Brooklyn,Sheepshead Bay,40.59446,-73.94289,Entire home/apt,105,2,1,0.59,1,36
